orderNumber,postingId,moment,isReturned,returnReason
51275634-0584,xxxxx4233642000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233686000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233659000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233707000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233594000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233616000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233619000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233688000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233703000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4232683000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233672000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233701000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233585000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233579000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233697000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233558000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233564000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233576000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233562000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233563000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233675000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233657000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233698000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233650000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233618000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233753000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233658000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233635000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233649000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233623000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233666000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233700000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233755000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233603000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233690000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233706000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233605000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233689000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233611000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233595000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233648000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233610000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233629000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233577000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233571000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233702000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233581000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233559000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233590000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233582000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233624000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233647000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233572000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233641000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233751000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233565000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233575000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233586000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233557000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233588000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233566000,2026-02-25 17:15:38,0,
51275634-0584,xxxxx4233578000,2026-02-25 17:15:38,0,
51275634-0586,xxxxx3199483000,2026-02-25 17:15:38,0,
51275634-0586,xxxxx3200201000,2026-02-25 17:15:38,0,
51275634-0586,xxxxx3200200000,2026-02-25 17:15:38,0,
51275634-0585,xxxxx4522678000,2026-02-25 17:15:38,0,
16190022-0491,xxxxx3758095000,2026-02-25 17:08:20,0,
0189178679-0121,xxxxx1788724000,2026-02-25 16:34:09,0,
0189178679-0104,xxxxx1141377000,2026-02-25 16:34:09,0,
0189178679-0104,xxxxx9342670000,2026-02-25 16:34:09,0,
84632471-0097,xxxxx7204411000,2026-02-25 16:23:30,0,
0163304184-0116,xxxxx7582902000,2026-02-25 15:48:49,0,
50585552-0669,xxxxx1207689000,2026-02-25 14:38:36,0,
50585552-0680,xxxxx2575426000,2026-02-25 14:38:36,0,
0139039851-0023,xxxxx8665563000,2026-02-25 14:34:00,0,
0139039851-0023,xxxxx8665566000,2026-02-25 14:34:00,0,
0102705589-0027,xxxxx3990077000,2026-02-25 13:54:51,0,
0102705589-0027,xxxxx3989929000,2026-02-25 13:54:51,0,
0102705589-0027,xxxxx3989927000,2026-02-25 13:54:51,0,
0102705589-0027,xxxxx1320612000,2026-02-25 13:54:51,0,
0102705589-0027,xxxxx1320614000,2026-02-25 13:54:51,0,
0102705589-0027,xxxxx1320613000,2026-02-25 13:54:51,0,
65733794-0300,xxxxx8932967000,2026-02-25 13:46:43,0,
73584956-0892,xxxxx0828450000,2026-02-25 13:14:35,0,
0169595910-0037,xxxxx3996044000,2026-02-25 12:52:30,0,
40461375-0038,xxxxx1082313000,2026-02-25 12:52:05,0,
0162851443-0167,xxxxx3365818000,2026-02-25 12:46:37,0,
0162851443-0168,xxxxx7267073000,2026-02-25 12:46:37,0,
73584956-0884,xxxxx3068305000,2026-02-25 12:19:12,0,
73584956-0891,xxxxx6593062000,2026-02-25 12:19:12,0,
18476893-0100,xxxxx9721114000,2026-02-25 11:37:44,0,
18476893-0101,xxxxx6635659000,2026-02-25 11:37:44,0,
66188280-0037,xxxxx9607131000,2026-02-25 11:34:10,0,
52231380-0049,xxxxx9414535000,2026-02-25 10:51:58,0,
52231380-0050,xxxxx7054361000,2026-02-25 10:51:58,1,Изменил решение о покупке/Товар не подошёл
0171880517-0059,xxxxx3776517000,2026-02-25 09:18:32,0,
31894499-0557,xxxxx5091733000,2026-02-24 20:52:09,0,
31894499-0565,xxxxx8766496000,2026-02-24 20:52:09,0,
31894499-0564,xxxxx9153744000,2026-02-24 20:52:09,0,
0132709000-0080,xxxxx6829923000,2026-02-24 19:59:19,1,Изменил решение о покупке/Товар не подошёл
81707356-0073,xxxxx7416941000,2026-02-24 19:33:09,0,
06469732-0213,xxxxx4124059000,2026-02-24 19:16:13,0,
06469732-0213,xxxxx4126382000,2026-02-24 19:16:13,0,
06469732-0210,xxxxx6333600000,2026-02-24 19:16:13,0,
06469732-0213,xxxxx4126381000,2026-02-24 19:16:13,0,
06469732-0213,xxxxx4124060000,2026-02-24 19:16:13,0,
50585552-0674,xxxxx8797699000,2026-02-24 19:14:08,0,
50585552-0674,xxxxx8797699000,2026-02-24 19:14:08,0,
50585552-0674,xxxxx8797699000,2026-02-24 19:14:08,0,
50585552-0674,xxxxx8797699000,2026-02-24 19:14:08,0,
50585552-0674,xxxxx8797699000,2026-02-24 19:14:08,0,
50585552-0667,xxxxx9675404000,2026-02-24 19:14:08,0,
50585552-0629,xxxxx4520219000,2026-02-24 19:14:08,0,
36646454-0264,xxxxx3179121000,2026-02-24 19:07:21,0,
36646454-0264,xxxxx3179119000,2026-02-24 19:07:21,0,
50211064-0729,xxxxx9161118000,2026-02-24 19:06:27,0,
50211064-0726,xxxxx8570617000,2026-02-24 19:06:27,0,
50211064-0715,xxxxx1429216000,2026-02-24 19:06:27,0,
0174040321-0113,xxxxx3968151000,2026-02-24 18:25:38,1,Изменил решение о покупке/Товар не подошёл
0174040321-0113,xxxxx3968149000,2026-02-24 18:25:38,1,Изменил решение о покупке/Товар не подошёл
0174040321-0113,xxxxx3968152000,2026-02-24 18:25:38,0,
0174040321-0113,xxxxx3968144000,2026-02-24 18:25:38,0,
0174040321-0112,xxxxx3935738000,2026-02-24 18:25:38,0,
58146620-0275,xxxxx0590190000,2026-02-24 18:04:48,0,
58146620-0278,xxxxx9605101000,2026-02-24 18:04:48,0,
58146620-0278,xxxxx9599826000,2026-02-24 18:04:48,0,
55046831-0131,xxxxx4206440000,2026-02-24 18:02:22,0,
55046831-0130,xxxxx2253051000,2026-02-24 18:02:22,0,
0145014543-0169,xxxxx8436081000,2026-02-24 17:04:11,0,
0145014543-0169,xxxxx8436081000,2026-02-24 17:04:11,0,
0145014543-0172,xxxxx1541022000,2026-02-24 17:03:19,0,
0145014543-0171,xxxxx8755024000,2026-02-24 17:03:19,0,
0145014543-0173,xxxxx4219390000,2026-02-24 17:03:19,0,
0145014543-0170,xxxxx0711034000,2026-02-24 17:03:19,0,
28895039-0103,xxxxx9375590000,2026-02-24 16:03:33,0,
57688971-0133,xxxxx3885053000,2026-02-24 15:33:06,0,
57688971-0134,xxxxx4723194000,2026-02-24 15:33:06,1,Изменил решение о покупке/Товар не подошёл
57688971-0123,xxxxx1084072000,2026-02-24 15:33:06,1,Привезли другой товар
59170355-0097,xxxxx9704501000,2026-02-24 15:18:41,0,
59170355-0096,xxxxx5928035000,2026-02-24 15:18:41,0,
59170355-0096,xxxxx5926758000,2026-02-24 15:18:41,0,
59170355-0094,xxxxx8676025000,2026-02-24 15:18:41,0,
59170355-0089,xxxxx0879120000,2026-02-24 15:18:41,0,
0105896255-0093,xxxxx4456460000,2026-02-24 15:13:06,0,
0105896255-0093,xxxxx4456461000,2026-02-24 15:13:06,0,
0105896255-0093,xxxxx4456463000,2026-02-24 15:13:06,0,
0105896255-0093,xxxxx4456462000,2026-02-24 15:13:06,0,
0215607767-0006,xxxxx6276034000,2026-02-24 13:51:54,0,
91310989-0059,xxxxx9621096000,2026-02-24 12:15:46,0,
89834813-0160,xxxxx5854559000,2026-02-24 11:25:41,0,
89834813-0160,xxxxx5855246000,2026-02-24 11:25:41,0,
89834813-0160,xxxxx5855248000,2026-02-24 11:25:41,0,
73584956-0885,xxxxx4372710000,2026-02-24 11:01:19,0,
73584956-0887,xxxxx5590439000,2026-02-24 11:01:19,0,
73584956-0888,xxxxx0279914000,2026-02-24 11:01:19,0,
73584956-0886,xxxxx3433637000,2026-02-24 11:01:19,0,
74074288-1110,xxxxx4803247000,2026-02-24 11:00:35,0,
0133828440-0344,xxxxx6369861000,2026-02-23 20:16:03,0,
0133828440-0344,xxxxx0619440000,2026-02-23 20:16:03,0,
0133828440-0344,xxxxx0619441000,2026-02-23 20:16:03,0,
0133828440-0344,xxxxx0619438000,2026-02-23 20:16:03,0,
0133828440-0344,xxxxx6369834000,2026-02-23 20:16:03,0,
0133828440-0344,xxxxx6369865000,2026-02-23 20:16:03,0,
42401573-0173,xxxxx8331491000,2026-02-23 20:10:31,0,
64814703-0444,xxxxx6182260000,2026-02-23 19:53:35,0,
64814703-0439,xxxxx0415661000,2026-02-23 19:53:35,0,
57238570-0095,xxxxx4774203000,2026-02-23 19:34:18,0,
57238570-0094,xxxxx8288748000,2026-02-23 19:34:18,0,
57238570-0093,xxxxx1728817000,2026-02-23 19:34:18,1,Изменил решение о покупке/Товар не подошёл
57238570-0093,xxxxx1728829000,2026-02-23 19:34:18,1,Изменил решение о покупке/Товар не подошёл
57238570-0094,xxxxx8288747000,2026-02-23 19:34:18,1,Изменил решение о покупке/Товар не подошёл
63119774-0205,xxxxx6497657000,2026-02-23 19:33:07,0,
82852658-0087,xxxxx9177303000,2026-02-23 19:03:34,0,
46631815-0935,xxxxx5472348000,2026-02-23 19:02:59,0,
46631815-0934,xxxxx7033707000,2026-02-23 19:02:59,0,
46631815-0933,xxxxx4315914000,2026-02-23 19:02:59,0,
46631815-0933,xxxxx4315920000,2026-02-23 19:02:59,0,
46631815-0933,xxxxx4315924000,2026-02-23 19:02:59,0,
46631815-0931,xxxxx3690717000,2026-02-23 19:02:59,0,
58146620-0274,xxxxx1800001000,2026-02-23 18:46:03,1,Изменил решение о покупке/Товар не подошёл
58146620-0274,xxxxx1800240000,2026-02-23 18:46:03,1,Изменил решение о покупке/Товар не подошёл
58146620-0277,xxxxx7623191000,2026-02-23 18:46:03,0,
58146620-0273,xxxxx3157066000,2026-02-23 18:46:03,0,
58146620-0271,xxxxx0938288000,2026-02-23 18:46:03,0,
58146620-0272,xxxxx7132106000,2026-02-23 18:46:03,0,
31894499-0558,xxxxx0540554000,2026-02-23 18:41:07,0,
31894499-0564,xxxxx9154188000,2026-02-23 18:40:49,0,
31894499-0564,xxxxx9153741000,2026-02-23 18:40:49,0,
31894499-0554,xxxxx2580725000,2026-02-23 18:40:49,0,
50585552-0675,xxxxx1189848000,2026-02-23 17:19:18,0,
50585552-0677,xxxxx6315923000,2026-02-23 17:19:18,0,
50585552-0676,xxxxx0171318000,2026-02-23 17:19:18,0,
75318903-0275,xxxxx9506589000,2026-02-23 17:00:54,0,
75318903-0275,xxxxx9505850000,2026-02-23 17:00:54,0,
0183317866-0010,xxxxx4082023000,2026-02-23 16:56:35,0,
66188280-0046,xxxxx0595794000,2026-02-23 16:55:27,0,
66188280-0047,xxxxx3073990000,2026-02-23 16:55:27,0,
66188280-0033,xxxxx0481086000,2026-02-23 16:55:27,0,
50211064-0731,xxxxx8735363000,2026-02-23 16:36:10,0,
50211064-0727,xxxxx9885132000,2026-02-23 16:34:54,0,
50211064-0727,xxxxx9884011000,2026-02-23 16:34:54,0,
50211064-0730,xxxxx7898451000,2026-02-23 16:34:54,0,
43786109-0053,xxxxx1159440000,2026-02-23 16:33:23,0,
43786109-0054,xxxxx5715337000,2026-02-23 16:33:23,0,
43786109-0054,xxxxx5715338000,2026-02-23 16:33:23,0,
94649943-0185,xxxxx9992830000,2026-02-23 15:36:00,0,
0163304184-0110,xxxxx9857584000,2026-02-23 15:35:33,0,
51972586-1193,xxxxx7402823000,2026-02-23 15:12:38,1,Изменил решение о покупке/Товар не подошёл
51972586-1193,xxxxx7402544000,2026-02-23 15:12:38,1,Изменил решение о покупке/Товар не подошёл
51972586-1193,xxxxx7402822000,2026-02-23 15:12:38,1,Изменил решение о покупке/Товар не подошёл
51972586-1193,xxxxx7402546000,2026-02-23 15:12:38,1,Изменил решение о покупке/Товар не подошёл
51972586-1195,xxxxx4591957000,2026-02-23 15:12:38,1,Изменил решение о покупке/Товар не подошёл
51972586-1193,xxxxx7402545000,2026-02-23 15:12:38,0,
51972586-1195,xxxxx4591944000,2026-02-23 15:12:38,0,
51972586-1195,xxxxx4591959000,2026-02-23 15:12:38,0,
51972586-1194,xxxxx2984133000,2026-02-23 15:12:38,1,Изменил решение о покупке/Товар не подошёл
51972586-1201,xxxxx4630919000,2026-02-23 15:12:38,0,
51972586-1200,xxxxx5380500000,2026-02-23 15:12:38,0,
65733794-0282,xxxxx9625082000,2026-02-23 15:09:48,0,
65733794-0295,xxxxx5517220000,2026-02-23 15:09:48,0,
65733794-0299,xxxxx5025868000,2026-02-23 15:09:48,0,
65733794-0283,xxxxx8203533000,2026-02-23 15:09:48,0,
78058100-0115,xxxxx3276413000,2026-02-23 14:46:03,0,
78058100-0104,xxxxx0742651000,2026-02-23 14:46:03,0,
78058100-0112,xxxxx7226293000,2026-02-23 14:46:03,0,
78058100-0108,xxxxx4830392000,2026-02-23 14:46:03,0,
78058100-0088,xxxxx2784377000,2026-02-23 14:46:03,0,
13169058-0082,xxxxx6659505000,2026-02-23 14:29:46,0,
65717119-0125,xxxxx9921003000,2026-02-23 14:24:39,0,
65717119-0125,xxxxx9921002000,2026-02-23 14:24:39,0,
65717119-0125,xxxxx9918934000,2026-02-23 14:24:39,0,
65717119-0125,xxxxx9918931000,2026-02-23 14:24:39,0,
65717119-0124,xxxxx8261797000,2026-02-23 14:24:39,1,Изменил решение о покупке/Товар не подошёл
0183059106-0040,xxxxx7542452000,2026-02-23 14:02:32,1,Изменил решение о покупке/Товар не подошёл
57280309-0287,xxxxx8240801000,2026-02-23 13:41:46,0,
57280309-0293,xxxxx8682165000,2026-02-23 13:41:46,0,
57280309-0291,xxxxx7226264000,2026-02-23 13:41:46,0,
57280309-0292,xxxxx8811890000,2026-02-23 13:41:46,0,
64814703-0438,xxxxx1196179000,2026-02-23 13:16:00,0,
64814703-0438,xxxxx1196795000,2026-02-23 13:16:00,0,
64814703-0436,xxxxx2203641000,2026-02-23 13:16:00,0,
64814703-0443,xxxxx5555911000,2026-02-23 13:16:00,0,
64814703-0437,xxxxx1195446000,2026-02-23 13:16:00,0,
64814703-0444,xxxxx1114707000,2026-02-23 13:15:59,0,
64814703-0444,xxxxx1114706000,2026-02-23 13:15:59,0,
64814703-0444,xxxxx6182261000,2026-02-23 13:15:59,0,
64814703-0444,xxxxx6182267000,2026-02-23 13:15:59,0,
64814703-0444,xxxxx6182263000,2026-02-23 13:15:59,0,
64814703-0444,xxxxx1114703000,2026-02-23 13:15:59,0,
64814703-0439,xxxxx0415673000,2026-02-23 13:15:59,0,
64814703-0439,xxxxx0415668000,2026-02-23 13:15:59,0,
64814703-0441,xxxxx4849491000,2026-02-23 13:15:59,0,
92584768-0050,xxxxx8900027000,2026-02-23 12:29:03,0,
92584768-0050,xxxxx2162217000,2026-02-23 12:29:03,0,
92584768-0050,xxxxx8900024000,2026-02-23 12:29:03,0,
92584768-0050,xxxxx8900025000,2026-02-23 12:29:03,0,
92584768-0052,xxxxx5557304000,2026-02-23 12:29:03,0,
43318963-0053,xxxxx6156246000,2026-02-23 12:04:01,0,
43318963-0051,xxxxx4810314000,2026-02-23 12:04:01,0,
43318963-0057,xxxxx8007411000,2026-02-23 12:04:01,0,
43318963-0055,xxxxx9451059000,2026-02-23 12:04:01,0,
43318963-0056,xxxxx1761183000,2026-02-23 12:04:01,0,
43318963-0056,xxxxx1761185000,2026-02-23 12:04:01,0,
43318963-0056,xxxxx1761191000,2026-02-23 12:04:01,0,
43318963-0056,xxxxx1761208000,2026-02-23 12:04:01,0,
43318963-0056,xxxxx1761187000,2026-02-23 12:04:01,0,
43318963-0056,xxxxx1768751000,2026-02-23 12:04:01,0,
43318963-0052,xxxxx2103350000,2026-02-23 12:04:01,0,
0132709000-0076,xxxxx6152529000,2026-02-23 12:03:11,0,
65927862-0449,xxxxx0535354000,2026-02-23 09:13:02,0,
0118238803-0163,xxxxx9358867000,2026-02-22 20:35:02,0,
0118238803-0167,xxxxx3859005000,2026-02-22 20:35:02,0,
0118238803-0161,xxxxx0236989000,2026-02-22 20:35:02,0,
0118238803-0165,xxxxx9414539000,2026-02-22 20:35:02,0,
0118238803-0168,xxxxx9255357000,2026-02-22 20:35:02,0,
0118238803-0162,xxxxx4522460000,2026-02-22 20:35:01,0,
0118238803-0159,xxxxx5714037000,2026-02-22 20:35:01,1,Изменил решение о покупке/Товар не подошёл
0118238803-0164,xxxxx4536975000,2026-02-22 20:35:01,0,
0118238803-0166,xxxxx3319460000,2026-02-22 20:35:01,0,
0197842408-0042,xxxxx9892383000,2026-02-22 20:28:13,0,
0197842408-0042,xxxxx9892372000,2026-02-22 20:28:13,0,
0197842408-0033,xxxxx8157565000,2026-02-22 20:28:12,0,
0197842408-0041,xxxxx0940323000,2026-02-22 20:28:12,0,
0197842408-0041,xxxxx0940326000,2026-02-22 20:28:12,0,
0197842408-0035,xxxxx1027462000,2026-02-22 20:28:12,0,
0197842408-0035,xxxxx1027462000,2026-02-22 20:28:12,0,
0197842408-0035,xxxxx1027462000,2026-02-22 20:28:12,0,
55046831-0140,xxxxx6668991000,2026-02-22 20:21:40,0,
37371712-0258,xxxxx3819083000,2026-02-22 19:55:37,0,
37371712-0255,xxxxx9581075000,2026-02-22 19:55:36,1,Изменил решение о покупке/Товар не подошёл
37371712-0254,xxxxx0554521000,2026-02-22 19:55:35,0,
37371712-0257,xxxxx4533040000,2026-02-22 19:55:35,0,
47187045-0297,xxxxx6884887000,2026-02-22 19:52:21,0,
47187045-0296,xxxxx2865674000,2026-02-22 19:52:20,0,
47187045-0298,xxxxx7849406000,2026-02-22 19:52:19,0,
47187045-0298,xxxxx7850328000,2026-02-22 19:52:19,0,
47187045-0298,xxxxx7849405000,2026-02-22 19:52:19,0,
47187045-0298,xxxxx7849407000,2026-02-22 19:52:19,0,
47187045-0300,xxxxx9626339000,2026-02-22 19:52:19,0,
47187045-0300,xxxxx9626338000,2026-02-22 19:52:19,0,
47187045-0300,xxxxx9625510000,2026-02-22 19:52:19,0,
47187045-0299,xxxxx2815975000,2026-02-22 19:52:19,0,
51924854-0028,xxxxx1010232000,2026-02-22 19:40:29,0,
51924854-0024,xxxxx0613427000,2026-02-22 19:40:29,0,
51924854-0024,xxxxx0611315000,2026-02-22 19:40:29,0,
51924854-0022,xxxxx8583539000,2026-02-22 19:40:29,0,
51924854-0023,xxxxx8450135000,2026-02-22 19:40:29,0,
51924854-0025,xxxxx3518005000,2026-02-22 19:40:28,0,
51924854-0026,xxxxx6250744000,2026-02-22 19:40:28,0,
51924854-0027,xxxxx7990329000,2026-02-22 19:40:28,0,
73530863-0041,xxxxx8863800000,2026-02-22 18:57:48,0,
63119774-0202,xxxxx0366358000,2026-02-22 18:43:26,0,
63119774-0203,xxxxx0737924000,2026-02-22 18:43:26,0,
56836609-0031,xxxxx1291074000,2026-02-22 18:19:29,0,
56836609-0030,xxxxx6063114000,2026-02-22 18:19:29,0,
56836609-0029,xxxxx6980079000,2026-02-22 18:19:29,0,
56836609-0027,xxxxx2711571000,2026-02-22 18:19:29,0,
56836609-0028,xxxxx9229727000,2026-02-22 18:19:29,0,
56836609-0028,xxxxx9230251000,2026-02-22 18:19:29,0,
56836609-0028,xxxxx9229726000,2026-02-22 18:19:29,0,
56836609-0028,xxxxx9230252000,2026-02-22 18:19:29,0,
51645603-0203,xxxxx3547328000,2026-02-22 17:59:57,0,
51645603-0203,xxxxx3547330000,2026-02-22 17:59:57,0,
50585552-0674,xxxxx8797697000,2026-02-22 17:04:16,0,
50585552-0678,xxxxx4288522000,2026-02-22 17:04:16,0,
50585552-0673,xxxxx0407181000,2026-02-22 17:04:16,0,
14659927-0029,xxxxx8278383000,2026-02-22 16:56:46,0,
38334299-0427,xxxxx6074234000,2026-02-22 16:35:45,0,
38334299-0428,xxxxx5333130000,2026-02-22 16:35:44,0,
62141449-0001,xxxxx8037730000,2026-02-22 16:35:33,0,
64783975-0162,xxxxx4116467000,2026-02-22 16:16:44,0,
64783975-0162,xxxxx4116467000,2026-02-22 16:16:44,0,
64783975-0162,xxxxx4116467000,2026-02-22 16:16:44,0,
